nohup: ignoring input
Query 1: s=2958907, t=1852691... Flow=22790000, Time=5084 ms
Query 4: s=1852710, t=3746558... 74.170 ms, push_relabel=0.091 ms, remove_invalid=21.789 ms
Iteration 32: init_hl=0.061 ms, bfs=74.302 ms, push_relabel=0.108 ms, remove_invalid=21.795 ms
Iteration 33: init_hl=0.055 ms, bfs=74.064 ms, push_relabel=0.702 ms, remove_invalid=22.101 ms
Iteration 34: init_hl=0.054 ms, bfs=73.817 ms, push_relabel=0.106 ms, remove_invalid=21.972 ms
Iteration 35: init_hl=0.053 ms, bfs=73.852 ms, push_relabel=0.096 ms, remove_invalid=21.967 ms
Iteration 36: init_hl=0.054 ms, bfs=73.853 ms, push_relabel=0.107 ms, remove_invalid=21.142 ms
Iteration 37: init_hl=0.054 ms, bfs=76.421 ms, push_relabel=0.100 ms, remove_invalid=21.607 ms
Iteration 38: init_hl=0.054 ms, bfs=76.143 ms, push_relabel=0.702 ms, remove_invalid=21.942 ms
Iteration 39: init_hl=0.054 ms, bfs=75.770 ms, push_relabel=0.094 ms, remove_invalid=21.186 ms
Iteration 40: init_hl=0.053 ms, bfs=76.269 ms, push_relabel=0.106 ms, remove_invalid=21.011 ms
Iteration 41: init_hl=0.054 ms, bfs=76.542 ms, push_relabel=0.584 ms, remove_invalid=21.340 ms
Iteration 42: init_hl=0.054 ms, bfs=75.986 ms, push_relabel=0.106 ms, remove_invalid=21.634 ms
Iteration 43: init_hl=0.054 ms, bfs=76.021 ms, push_relabel=0.099 ms, remove_invalid=22.248 ms
Iteration 44: init_hl=0.054 ms, bfs=76.599 ms, push_relabel=0.330 ms, remove_invalid=21.417 ms
Iteration 45: init_hl=0.055 ms, bfs=76.438 ms, push_relabel=0.095 ms, remove_invalid=22.286 ms
Iteration 46: init_hl=0.053 ms, bfs=76.289 ms, push_relabel=0.106 ms, remove_invalid=21.684 ms
Iteration 47: init_hl=0.054 ms, bfs=76.254 ms, push_relabel=0.334 ms, remove_invalid=20.969 ms
